meeting_id,title,call_type,primary_theme,secondary_theme,products,start_time,duration_minutes,attendee_count,transcript_utterances,sentiment_score,overall_sentiment,transcript_sentiment_score,negative_utterance_share,positive_utterance_share,action_item_count,key_moment_count,risk_score,topics,summary,example_quote
01KQCA6EA8B603EBB6C9FE34,Aegis / Ridgeline Logistics - Identity Roadmap Discussion,External customer,Identity & Access,Product Feedback & Roadmap,"Comply, Identity, Protect",2026-03-07T09:00:00.000Z,28.6,2,44,3.4,mixed-positive,-0.023,0.091,0.068,4,4,10,"shared workstation session management, mfa policy exceptions, sso integration, rbac enhancements, renewal, feature request","Daniel Okafor (CSM) met with Paula Schneider from Ridgeline to review their experience with Aegis Identity after eight months on the platform. Paula raised several operational pain points including clunky shared workstation session management, lack of granular session timeout policies by device group, and inflexible MFA policy exceptions for service accounts. Daniel confirmed these items would be escalated internally, including a January support ticket that had gone unanswered, and noted an upcoming RBAC enhancement that may address some of her concerns. The call also touched on a potential SSO integration with a new fleet management platform and a Q3 renewal on the horizon.","Will do. The other thing — and this is maybe more of a, uh, feature request in the traditional sense — we need more flexibility around MFA policy exceptions. Right now it's pretty binary, either MFA is required or it's not. But we have cert"
01KQCF9872BF130D33B1B5EC,Comply v2 - Launch Day Checklist,Internal,Compliance & Audit,Product Feedback & Roadmap,Comply,2026-04-04T16:45:00.000Z,41.6,3,43,4.8,very-positive,0.651,0.0,0.651,4,4,10,"launch readiness, qa sign-off, compliance reporting, safari bug, hipaa validation, incident communications","Alex Reyes led a pre-launch sync with Nina Kowalski and Jordan Whitfield three days before the Comply v2 launch on April 7th. The team reviewed the final QA checklist, confirming two of three open bugs are resolved, with the remaining Safari/PCI DSS cosmetic issue to be patched via a one-line CSS fix before launch. They discussed proactive messaging around infrastructure independence from the recent Detect outage, confirmed the HIPAA reporting module is fully validated across 40 configurations, and verified that in-app guidance and onboarding flows are complete and in production. Overall sentiment was highly positive, with the team expressing confidence in shipping on schedule.","Yeah so, two of those are already closed as of this morning actually — the SOC 2 report generation timeout issue and the, um, the framework toggle bug in the multi-report view. Both resolved and verified."
01KQD1270E98A7DFC55ADCF8,Protect Performance - Scalability Concerns,Internal,Incident & Reliability,Backup & Recovery,"Detect, Protect",2026-04-15T16:45:00.000Z,23.5,4,47,2.2,mixed-negative,-0.574,0.574,0.0,4,4,10,"performance degradation, architecture scalability, technical debt, incident risk, sales alignment, backup infrastructure","The team convened to discuss alarming performance issues in the Protect module, triggered by load testing results showing backup job queue times spiking to 47 minutes at 2x P95 customer scale. Two compounding root causes were identified: a job scheduler not built for concurrent dispatch at current scale, and a synchronous I/O bottleneck in the snapshot deduplication layer. The full scheduler fix is estimated at six to eight weeks, raising concern about an upcoming growth quarter where sales is actively bundling Protect with Comply v2. As interim measures, the team agreed to throttle per-tenant job concurrency, fast-track an async fix for the dedup issue, and have a proactive conversation with sales about slowing Protect onboarding pace.","Yeah, I think about that a lot. The Detect outage — the six hours of no visibility — that shook some people. I know we fixed it, the redundant nodes, the circuit breaker stuff, all of that. But trust takes a while to rebuild and piling a Pr"
01KQD199788883B6F18C81E8,Aegis / Atlas Precision - Annual Review & Renewal,External customer,Renewal & Commercial Risk,None,"Comply, Protect, Identity, Detect",2026-04-28T12:45:00.000Z,29.7,3,41,4.3,positive,0.683,0.049,0.732,4,4,10,"renewal, compliance, incident review, product roadmap, identity management, ot security","Daniel Okafor and engineer Mike Romano held an annual review call with Wayne Keller of Atlas Precision ahead of a May renewal. Wayne expressed overall satisfaction with the platform, highlighting the Comply module as the biggest win by significantly reducing his team's audit burden. The March Detect outage was discussed openly, with Wayne acknowledging the strong incident communication and the architectural fixes implemented. The call concluded with alignment on flat renewal pricing, a planned Identity module discovery call with Wayne's IT director, and a follow-up on OT anomaly detection roadmap details.","Yeah, so — look, I'll be honest, there were about thirty minutes in the middle of that where I was getting texts from our CISO and I was not having a great afternoon. Six hours of no monitoring visibility is not nothing for us."
01KQD4D9DEBA2D55AC2AA9F5,Aegis / Keystone Health - Renewal Planning,External customer,Renewal & Commercial Risk,Product Feedback & Roadmap,"Comply, Protect",2026-03-09T16:45:00.000Z,28.5,3,43,4.4,positive,0.721,0.0,0.721,4,4,6,"renewal, compliance, product launch, upsell, technical incident, healthcare","Lisa Park and Rachel Torres from Aegis held a renewal check-in with Philip Lau from Keystone Health. Philip expressed strong satisfaction with Aegis Comply and Protect, citing approximately 40-50 hours saved per quarter on audit prep and solid backup recovery performance. The team discussed the upcoming Aegis Comply v2 launch featuring on-demand multi-framework compliance reporting, which Philip found genuinely exciting given his team's simultaneous HIPAA and SOC 2 Type II obligations. The call concluded positively with agreement to proceed on the core renewal at existing rates with a three-year lock, and to schedule a separate technical demo of the Aegis Detect module with Philip's CISO before making an add-on decision.","Yeah let's do that — okay so big picture, I'm feeling good about the renewal, I think the value has been clear and the Comply v2 news is genuinely exciting, what does the commercial side look like?"
01KQDD5172176D02DB51360A,Support Case #3286 - Vanta Health Systems API Integration Error,Customer support,Incident & Reliability,Compliance & Audit,"Comply, Protect, Identity",2026-02-03T10:00:00.000Z,21.0,2,39,2.4,mixed-negative,-0.333,0.359,0.026,4,4,10,"api outage, backup failure, hipaa compliance, healthcare data, incident communication, escalation","Dr. Linda Cheng, CTO of a healthcare organization, contacted Aegis Cloud Security support regarding a three-day outage of the Aegis Protect backup API affecting patient data backup workflows. Support agent Priya Patel investigated the issue and confirmed it was a platform-level failure in Aegis's backup orchestration infrastructure, not a client-side error. Priya committed to initiating manual backup snapshots within the hour, providing a written incident summary for HIPAA audit purposes, and delivering a root cause and fix timeline within four hours. Dr. Cheng expressed significant frustration over both the technical failure and the lack of proactive communication from Aegis over the three-day period.","You're completely right, and I'm not going to make excuses for that. The lack of proactive communication on our end was a failure, and I'm going to make sure that's fed back to our leadership and that you receive a formal apology along with"
01KQE110900B8A65D80AE694,Detect Outage - Root Cause Analysis,Internal,Incident & Reliability,None,Detect,2026-03-14T14:30:00.000Z,15.9,5,38,2.4,mixed-negative,-0.579,0.579,0.0,4,4,10,"incident review, pipeline failure, infrastructure reliability, health checks, chaos engineering, post-mortem","The team conducted a post-incident review of a cascading failure in their event ingestion pipeline that caused six hours of zero threat monitoring visibility for customers. Mike Romano explained that an out-of-memory error on a primary ingestion node triggered a cascade due to the absence of a circuit breaker and inadequate health checks that couldn't distinguish between liveness and readiness. The group identified three root technical causes: a single point of failure in ingestion, no circuit breaker pattern, and insufficient health checking. The team also acknowledged that the underlying single-point-of-failure risk had been flagged in Q3 of the prior year but was deprioritized in favor of feature work, and agreed the post-mortem should reflect that honestly.","Wait, a single point of failure? Like, we've known about that risk for how long? I feel like that was flagged in Q3 last year."
01KQEDB92E33CF9945A7F71B,URGENT: Cobalt Software - Aegis Detect Dashboard Down,Customer support,Incident & Reliability,None,Detect,2026-03-10T13:15:00.000Z,13.4,2,37,1.8,negative,-0.541,0.541,0.0,4,4,10,"outage, platform reliability, threat monitoring, churn risk, incident response, service credit","Lauren Bishop, VP of Infrastructure at Cobalt Software, called Aegis Cloud Security support reporting that their Aegis Detect dashboard was completely down with no threat visibility for nearly an hour. David Kim investigated and confirmed a platform-wide cascading failure in the event processing pipeline, escalating it as a P1 incident. Lauren expressed serious frustration that Aegis had not proactively detected or communicated the outage, and disclosed they have been evaluating a competitor product, SentinelShield. David committed to 15-minute email updates, a full root cause analysis, and flagging a service credit conversation to the account team.","Wait, so this is a platform-wide issue? Are you telling me that Aegis Detect is down for everyone? Why — why did nobody tell us about this, why didn't we get a notification or a status page update or anything?"
01KQEDE682B4A8D67C657CF1,Support Case #3103 - Silverline Brands Detect False Positives After Patch,Customer support,Incident & Reliability,None,Detect,2026-03-16T16:15:00.000Z,13.8,3,41,2.4,mixed-negative,-0.268,0.317,0.049,4,4,10,"false positives, patch management, behavioral detection, customer retention risk, incident communication, baseline configuration","Sarah Chen from Aegis Cloud Security support spoke with Dominic Flores and Michelle Tan (Security Manager) regarding a surge of false positive alerts following the application of agent patch 4.2.1 on Friday night. The patch reset the behavioral detection baseline, causing over 300 false positive alerts on Saturday morning compared to their normal volume of 15-20, resulting in hours of wasted on-call time. Sarah identified the issue as a known problem with the 4.2.1 patch and initiated a baseline restore to the pre-patch profile from March 13th, while also recommending suppression rules for Saturday batch jobs during the relearning period. The customer expressed frustration over two incidents in two weeks and disclosed they are evaluating other vendors at renewal time.","Okay. That's — yeah, that's somewhat reassuring. Though I want to say, this is all happening, what, a week after we already had issues with Detect? The outage earlier this month?"
01KQF9600A904ADE8605B3F0,Detect Team - Reliability Sprint Retro,Internal,Product Feedback & Roadmap,None,Detect,2026-04-28T10:45:00.000Z,18.5,3,39,4.8,very-positive,0.667,0.026,0.692,4,4,7,"sprint retrospective, reliability engineering, circuit breaker implementation, monitoring gaps, incident response, knowledge sharing","Chris Lee held a sprint retrospective with Tyler Washington and Ravi Gupta to review the reliability sprint initiated after a major March outage. The team celebrated key achievements including redundant processing nodes and a circuit breaker implementation, with failover times hitting 12-14 seconds against a 30-second target. The team identified monitoring gaps in the event ingestion pipeline and discussed plans for a pipeline health dashboard. Chris proposed formalizing quarterly reliability-focused sprints and organizing a knowledge share with the broader engineering organization.","Perfect. Okay, last thing — and I want to get your honest takes on this — how did the sprint itself feel to run? Like the process, the planning, all of it."
01KQFEEFFF8E80B0DFD10880,SOC 2 Type II - Final Review,Internal,Compliance & Audit,None,"Comply, Identity",2026-04-20T09:30:00.000Z,40.4,4,44,4.7,very-positive,0.659,0.0,0.659,4,4,9,"soc 2 type ii audit, compliance, incident response, audit evidence packaging, product dogfooding, customer renewals","The team held a final walk-through of their SOC 2 Type II audit materials before submission to auditors. Key sections reviewed included availability controls, change management, logical access, and incident response, with particular attention given to the March Detect outage and how it is framed transparently in the documentation. The Comply v2 platform was praised for dramatically reducing the manual effort of evidence packaging. The submission is planned for Thursday, with an audit window scheduled for the week of April 27th, which is critical for five commercial accounts dependent on the Type II certification.","Yeah, I was looking at the Comply v2 exports this morning and I have to say, like, the on-demand reporting is just — it's night and day compared to what we were doing manually before."
01KQFFC0F889AE8CFEE7A00D,Aegis / Blackridge Investments - Renewal Discussion,External customer,Renewal & Commercial Risk,None,"Comply, Protect, Identity",2026-02-07T17:45:00.000Z,54.1,3,52,4.7,very-positive,0.808,0.0,0.808,4,4,9,"renewal, compliance reporting, incident post-mortem, product expansion, identity management, early access","Aisha Johnson and engineer Ananya Sharma met with Julia Tran of Blackridge for a renewal check-in call. Julia expressed strong overall satisfaction with the platform, particularly praising Aegis Protect's performance during a Q4 disaster recovery tabletop exercise and Detect's improved visibility. A January incident involving a Detect event processing pipeline failure was transparently addressed, with Ananya confirming minimal impact to Blackridge's environment and detailing remediation steps. The conversation moved toward renewal expansion, with Julia showing strong interest in adding Aegis Identity and gaining early access to the upcoming Aegis Comply v2 multi-framework reporting feature.",Yes! Actually that's exactly the kind of thing I wanted to talk about as part of the renewal conversation. We have early access opportunities for customers who are committed to the next contract period. So that's something we can absolutely
